id,program_name,university_name,country,city,tuition_per_semester,degree_level,field_of_study,language_of_instruction,semester_fee,application_fee,living_cost_per_month,official_url,direct_application_url,source_url,full_description_text,program_duration_months,duration,intake,application_deadline,format,pace
portugal-universidade-de-aveiro-aerospace-engineering-aveiro-bachelor,Aerospace Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Construção e reparação de veículos a motor,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/514,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"A Licenciatura em Engenharia Aeroespacial tem como objetivo proporcionar uma formação abrangente em diferentes vertentes ligadas às tecnologias e áreas de intervenção no setor aeroespacial. Através de uma formação sólida ao nível das ciências de base como a matemática, física, mecânica, materiais, eletrónica e informática, e da combinação equilibrada entre a teoria e a prática, a Licenciatura em Engenharia Aeroespacial visa formar indivíduos capazes de sonhar, projetar e executar os sistemas aeroespaciais do futuro, promovendo a criação de emprego, o desenvolvimento industrial e a inovação tecnológica.",36,6 semesters,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-aerospace-engineering-aveiro-master,Aerospace Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Construção e reparação de veículos a motor,Portuguese / English,100,20,565-815 EUR,https://www.ua.pt/pt/curso/1730,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O Mestrado em Engenharia Aeroespacial da Universidade de Aveiro visa proporcionar formação avançada e multidisciplinar a licenciados em Engenharia que se pretendam inserir em indústrias tecnológicas do setor aeroespacial. O programa de estudos prevê uma formação sólida de princípios fundamentais de engenharia, como mecânica, ciência dos materiais, eletrónica e gestão de projetos, dotando assim os seus diplomados de competências de planeamento e execução de projetos aeroespaciais de forma crítica, eficiente e sustentável.",24,2 anos - 4 semestres,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-applied-biology-aveiro-master,Applied Biology,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Biologia e bioquímica,Portuguese,100,20,565-815 EUR,https://www.ua.pt/pt/curso/192,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O Mestrado em Biologia Aplicada forma profissionais qualificados para atuar em diversas áreas da biologia, promovendo avanços científicos e tecnológicos que podem impactar diretamente a sociedade e o meio ambiente. Este nível de especialização permite aos alunos aprofundar os seus conhecimentos em diferentes áreas, desenvolver capacidades de investigação e adquirir uma visão crítica e inovadora sobre os desafios biológicos contemporâneos. O currículo é totalmente flexível, dando ao aluno a oportunidade de construir o seu próprio percurso académico, seguindo as melhores práticas internacionais. Tem uma duração de 2 anos, correspondendo a um total de 120 ECTS. O primeiro ano inclui 10 Unidades Curriculares (UC), 5 em cada semestre. O segundo ano compreende 2 UC anuais, Competências Transferíveis em Ciências da Vida (6 ECTS) e Dissertação/Projeto/Estágio (54 ECTS), onde o aluno desenvolve o seu trabalho na DBio/UA ou numa instituição de acolhimento nacional ou internacional. Uma das principais vantagens do Mestrado em Biologia Aplicada é a possibilidade de realizar trabalhos direcionados para problemas reais, como a conservação da biodiversidade, biotecnologia, práticas agrícolas sustentáveis, contaminação,...",24,"de 2 anos, correspondendo a um total de 120 ECTS. O primeiro ano inclui 10 Unidades Curriculares (UC), 5 em cada semestre. O segundo ano compreende 2 UC anuais, Competências Transferíveis em Ciências da Vida (6 ECTS) e Dissertação/Projeto/Estágio (54 ECTS), onde o aluno desenvolve o seu trabalho na DBio/UA ou numa instituição de acolhimento nacional ou internacional. Uma das principais vantagens do Mestrado em Biologia Aplicada é a possibilidade de realizar trabalhos direcionados para problemas reais, como a conservação da biodiversidade, biotecnologia, práticas agrícolas sustentáveis, contaminação,... ver mais Diretor(a) de curso Etelvina Maria de Almeida Paula Figueira efigueira@ua.pt Departamentos/Escolas politécnicas Departamento de Biologia Plano Curricular Duração 2 anos - 4 semestres",Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-applied-ecology-aveiro-master,Applied Ecology,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Ciências do ambiente,Portuguese,100,20,565-815 EUR,https://www.ua.pt/pt/curso/367,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"A ecologia aplicada é uma vertente crucial do conhecimento no mundo atual tendo em conta um dos principais desafios do Homem de hoje: as alterações globais e a consequente perda de biodiversidade nos ecossistemas. Desta forma, pretende-se com este Mestrado em Ecologia Aplicada (MEA) que o estudante adquira uma compreensão aprofundada e especializada dos principais processos ecológicos, das questões ligadas à perda e gestão da Biodiversidade, bem como da sua importância, incluindo as interações entre as diferentes componentes, bióticas e abióticas, dos próprios Ecossistemas. Para tal, este mestrado oferece um conjunto de 6 Unidades Curriculares de escolha obrigatória e 5 Unidades Curriculares de escolha flexível ( Opção Livre I a V): isto permitirá dar formação sólida sobre ferramentas precisas e essencias à análise, gestão e conservação da biodiversidade, nomeadamente planeamento experimental e análise de dados ecológicos, não só de recursos biológicos silvestres como urbanos, mas também competências na comunicação de ciência e resultados de aprendizagem; por outro lado, a flexibilidade do plano de estudos permitirá que...",24,2 anos - 4 semestres,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-audio-visual-communication-for-new-media-aveiro-master,Audio-visual Communication for New Media,Universidade de Aveiro,Portugal,Aveiro,1750,Master,Audiovisuais e produção dos media,Portuguese / English,70,20,565-815 EUR,https://www.ua.pt/pt/curso/509,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O Mestrado em Comunicação Audiovisual para Novos Média (MCANM) surge como uma resposta aos mais recentes desenvolvimentos na área audiovisual, nomeadamente à crescente proliferação de novos meios de difusão de sinal audiovisual, da qual são exemplos os smartphones, as soluções de televisão/videocast ou outras através da Internet, assim como as novas modalidades interativas de utilização e apropriação desses conteúdos. Neste contexto, o MCANM apresenta como objetivos gerais para o ciclo de estudos aprofundar as competências dos estudantes nos processos de pré-produção e produção de conteúdos audiovisuais e a sua adaptação a novos meios de transmissão desses conteúdos, através do desenvolvimento de diversos projetos audiovisuais para os Novos Média. Pretende-se garantir a preparação de profissionais altamente qualificados na criação de conteúdos audiovisuais informativos, promocionais, educativos e culturais, de entretenimento e de sensibilização, valorizando a criatividade e o acesso inclusivo ao conhecimento. Considera-se, também, essencial que os estudantes desenvolvam competências técnicas e criativas que lhes permitam contribuir nas instituições que vierem a...",24,2 anos,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-basic-education-aveiro-bachelor,Basic Education,Universidade de Aveiro,Portugal,Aveiro,2075,Bachelor,Formação de professores do ensino básico (1.º e 2.º ciclos),Portuguese,83,70,565-815 EUR,https://www.ua.pt/pt/curso/94,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"A Licenciatura em Educação Básica, correspondente a um 1.º Ciclo de Bolonha, tem 3 anos letivos de duração e 180 ECT. Trata-se de uma Licenciatura que proporciona uma formação sólida e abrangente sobre os contextos, teorias e práticas em Educação Básica, dotando os seus diplomados de conhecimentos e competências para o trabalho educativo com crianças até aos 12 anos de idade. A formação privilegia o desenvolvimento de uma sólida cultura científica, do espírito crítico, de uma postura de abertura às diversidades, do trabalho colaborativo e da criatividade, essenciais à capacitação dos diplomados para a promoção de uma educação de qualidade, contribuindo para a redução das desigualdades e para a promoção de sociedades mais justas e sustentáveis, dos direitos humanos, em geral, e dos direitos das crianças, em particular.",36,"e 180 ECT. Trata-se de uma Licenciatura que proporciona uma formação sólida e abrangente sobre os contextos, teorias e práticas em Educação Básica, dotando os seus diplomados de conhecimentos e competências para o trabalho educativo com crianças até aos 12 anos de idade. A formação privilegia o desenvolvimento de uma sólida cultura científica, do espírito crítico, de uma postura de abertura às diversidades, do trabalho colaborativo e da criatividade, essenciais à capacitação dos diplomados para a promoção de uma educação de qualidade, contribuindo para a redução das desigualdades e para a promoção de sociedades mais justas e sustentáveis, dos direitos humanos, em geral, e dos direitos das crianças, em particular. A Licenciatura em Educação Básica permite, por um lado, o prosseguimento de estudos para quem pretende vir a ser Educador(a) de Infância e/ou Professor(a) do 1º e/ou do 2º Ciclos do Ensino Básico (Português, História e Geografia de Portugal; Matemática e Ciências Naturais). Para tal, após a conclusão da Licenciatura em... ver mais Diretor(a) de curso Diana da Silva Oliveira diana.oliveira@ua.pt Departamentos/Escolas politécnicas Departamento de Educação e Psicologia Plano Curricular 6 Semestres,180 créditos ECTS 3 anos",Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-biochemistry-aveiro-master,Biochemistry,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Biologia e bioquímica,Portuguese,100,20,565-815 EUR,https://www.ua.pt/pt/curso/186,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O Mestrado em Bioquímica da Universidade de Aveiro proporciona uma formação avançada que integra conhecimentos bioquímicos fundamentais e a procura de soluções inovadoras e conscientes face aos desafios globais, com especial ênfase na sua aplicação para um futuro sustentável. Esta formação multidisciplinar permite aos estudantes desenvolver competências e conhecimentos em três áreas de especialização com objetivos de formação complementares",24,2 anos - 4 semestres,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-biology-aveiro-bachelor,Biology,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Biologia e bioquímica,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/14,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"A estrutura curricular da licenciatura em Biologia (1º ciclo) visa proporcionar aos estudantes uma formação abrangente em Ciências Biológicas, ao mesmo tempo que lhes oferece oportunidades de especialização orientada para a prossecução da formação através de cursos de mestrado (2º ciclo) e doutoramento (3º ciclo). Durante o curso de licenciatura, a especialização pode ocorrer através da escolha de um ramo (Biologia, Biologia Aplicada, Biologia Molecular e Genética, Biologia Marinha, Ecologia e Conservação) ou através de unidades curriculares opcionais (em Biologia ou em qualquer outra área).",36,6 semesters,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-biology-and-geology-aveiro-bachelor,Biology and Geology,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Biologia e bioquímica,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/15,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"A licenciatura, com caráter bidisciplinar, tem como objetivo proporcionar uma sólida formação de base em Biologia e Geologia. O plano de estudos permite aos estudantes personalizarem o percurso académico ao escolherem um dos três ramos disponíveis: Biologia e Geologia, Património Natural ou Exploração e Conservação da Biosfera. Em cada um existem várias unidades curriculares de opção nas áreas da Biologia e da Geologia. Adicionalmente, podem eleger uma ou duas opções de qualquer área científica, lecionadas na Universidade de Aveiro aos cursos de 1º ciclo, de acordo com as preferências dos estudantes.",36,6 semesters,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-biomedical-engineering-aveiro-bachelor,Biomedical Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Tecnologia dos processos químicos,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/478,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"O programa de estudos de Engenharia Biomédica da Universidade de Aveiro foi projetado para capacitar os alunos de competências que os permitam compreender, modelar e criar sistemas biomédicos complexos.",36,3 anos / 6 semestres,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-biomedical-engineering-aveiro-master,Biomedical Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Tecnologia dos processos químicos,Portuguese,100,20,565-815 EUR,https://www.ua.pt/pt/curso/501,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"Pretende-se que os Engenheiros Biomédicos obtenham uma formação sólida de modo a compreender, modelar e criar sistemas biomédicos complexos visando a sua implementação em cuidados médicos e medicina. Este programa multidisciplinar procura formar profissionais capazes de produzir inovação tecnológica para problemas relacionados com a saúde, em áreas como imagem médica, instrumentação médica, biodispositivos, biomateriais, processamento e tratamento de sinais biomédicos, bioinformática, gestão de informação em serviços de saúde etc; e que produzam um efetivo benefício no diagnóstico e tratamento médico, monitorização e controlo clínico e na qualidade de vida em geral. É ainda objetivo que estes profissionais possam contribuir para o desenvolvimento tecnológico e científico no contexto de investigação ao mais alto nível a desenvolver, por exemplo, nas UI nacionais ou estrangeiras na áreas da engenharia biomédica.",24,2 anos,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-biomedical-sciences-aveiro-bachelor,Biomedical Sciences,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Medicina,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/18,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"A Licenciatura em Ciências Biomédicas (LCBM) funciona desde 2006 na Universidade de Aveiro. Desde a sua abertura tem-se mantido como uma das licenciaturas mais procurados da Universidade de Aveiro, com os seus estudantes a apresentarem as melhores médias de ingresso da Universidade. A LCBM é o único curso de 1º ciclo do Departamento de Ciências Médicas.",36,6 semesters,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-biotechnology-aveiro-bachelor,Biotechnology,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Tecnologia dos processos químicos,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/17,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"Pretende-se com a Licenciatura em Biotecnologia (1º ciclo) conferir uma formação superior transversal de espetro largo aos Licenciados que lhes permita o acesso atividades profissionais em empresas de base biotecnológica, agroalimentar, farmacêutica, ambiental, agroquímica ou afins, garantindo que todos adquiram os conhecimentos e as competências mais adequadas para: o desenvolvimento sustentável e assim para a gestão e uso eficiente dos recursos naturais; a criação e manutenção de sistemas sustentáveis de produção de alimentos (2.4), incluindo a promoção e conservação da natureza; o desenvolvimento de biocombustíveis como soluções energéticas sustentáveis; o desenvolvimento de terapias inovadoras, nomeadamente de base celular.",36,6 semesters,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-biotechnology-aveiro-master,Biotechnology,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Tecnologia dos processos químicos,Portuguese,100,20,565-815 EUR,https://www.ua.pt/pt/curso/187,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O Mestrado em Biotecnologia tem como principais objetivos oferecer formação avançada em Biotecnologia, desenvolvendo competências e conhecimentos dos estudantes nas áreas prioritárias e emergentes da Biotecnologia: Biotecnologia Alimentar, Biotecnologia Molecular e Bioengenharia, bem como Biotecnologia Industrial e Ambiental. Este programa visa formar Mestres em Biotecnologia preparados para o mercado de trabalho, podendo ainda proporcionar aos alunos a formação necessária para prosseguirem uma formação complementar ao nível do 3.º Ciclo (doutoramento). Em ambos os casos, pretende-se desenvolver nos alunos a capacidade de autonomia, o espírito de inovação e empreendedorismo, e a intervenção/integração no mercado de trabalho em empresas dos setores da biotecnologia, agroalimentar, farmacêutico, ambiental, agroquímico ou similares.",24,2 anos - 4 semestres,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-chemical-engineering-aveiro-bachelor,Chemical Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Tecnologia dos processos químicos,Portuguese / English,100,70,565-815 EUR,https://www.ua.pt/pt/curso/479,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"A licenciatura em Engenharia Química segue uma estrutura modelo característica da Universidade de Aveiro com foco na educação para o desenvolvimento sustentável. Visa dotar os alunos de sólidos conhecimentos e competências científicas nas ciências básicas da química, física e matemática, em engenharia química (compatível com um 1.º ciclo), e em áreas complementares como informática, bioquímica, economia e gestão, e em competências transferíveis. A licenciatura combina o ensino mais tradicional em Engenharia Química com os novos conceitos e paradigmas da indústria e da sociedade que resultam da necessidade de combater o aquecimento climático e de desenvolver ferramentas para a mitigação das alterações climáticas com um crescimento sustentável simultâneo da economia. Estes instrumentos incluem o estabelecimento dos conceitos de economia circular e bioeconomia para promover processos de produção sustentáveis que melhorem o crescimento industrial, o desempenho e a gestão de resíduos. A situação portuguesa é também encarada ao longo da licenciatura com especial atenção aos recursos marinhos e à gestão florestal centrando-se nos produtos tradicionais e inovadores que se podem...",36,3 anos / 6 semestres,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-chemical-engineering-aveiro-master,Chemical Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Tecnologia dos processos químicos,Portuguese / English,100,20,565-815 EUR,https://www.ua.pt/pt/curso/489,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O mestrado em Engenharia Química segue uma estrutura modelo característica da Universidade de Aveiro com enfoque na educação para o desenvolvimento sustentável. Visa dotar os estudantes de conhecimentos e competências avançadas em engenharia química (compatíveis com um 2º ciclo), e em áreas complementares, tais como química, biotecnologia, engenharia e gestão industrial, engenharia do ambiente, engenharia de materiais e outras. O mestrado combina o ensino de conceitos fundamentais de Engenharia Química e seu enquadramento com os novos conceitos e paradigmas da indústria e da sociedade visando assegurar futuros mestres com capacidades para enfrentar os desafios societais contemporâneos, tais como a mitigação das alterações climáticas, a gestão sustentável de recursos, ecossistemas aquáticos e terrestres e o desenvolvimento e otimização de novos produtos e processos, suportados numa perspetiva de engenharia. Os futuros mestres em engenharia química poderão contribuir para um crescimento sustentável da economia através de contributos fundamentais para infraestruturas resilientes, industrialização inclusiva e sustentável, padrões sustentáveis de consumo e produção, economia circular e...",24,2 anos,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-chemistry-aveiro-bachelor,Chemistry,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Química,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/43,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"A organização curricular da licenciatura em Química (1º ciclo) pretende fornecer ao estudante uma formação de base sólida em áreas nucleares da química, nomeadamente química inorgânica, química orgânica, química-física e química analítica, e as bases necessárias em matemática, física e informática. No entanto, também permitirá formação básica em diversas áreas mais específicas da Química, tais como Química Macromolecular, Bioquímica, Química de Materiais e Química dos Produtos Naturais. Esta formação integrada, mas de largo espetro, nas diferentes áreas da Química, permite ao estudante alguma formação diferenciada que pode levar a uma posterior especialização a adquirir com o Mestrado (2º ciclo) e com o Doutoramento (3º ciclo).",36,6 semesters,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-chemistry-aveiro-master,Chemistry,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Química,English,100,20,565-815 EUR,https://www.ua.pt/pt/curso/185,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O Mestrado em Química da Universidade de Aveiro visa oferecer aos alunos detentores do 1º Ciclo em Química, ou em áreas afins, uma formação sólida, multidisciplinar e flexível, que prepara os estudantes para atuar com excelência científica, responsabilidade ambiental e consciência social capazes de se adaptarem às constantes necessidades de formação decorrentes da evolução do mercado de emprego. Ao longo do curso, o futuro mestre em Química adquire competências técnicas e críticas que o capacitarão para",24,2 anos - 4 semestres,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-civil-engineering-aveiro-bachelor,Civil Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Construção civil e engenharia civil,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/491,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"Os Engenheiros Civis são especialistas muito procurados pelo mercado que desempenham tarefas exigentes ao serviço da nossa sociedade. Trabalham em estreita colaboração com arquitetos, engenheiros ambientais, engenheiros eletrotécnicos, engenheiros mecânicos, economistas, advogados e outros especialistas para fornecerem as bases essenciais para processos de tomada de decisão.",36,3 anos / 6 semestres,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-civil-engineering-aveiro-master,Civil Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Construção civil e engenharia civil,Portuguese / English,100,20,565-815 EUR,https://www.ua.pt/pt/curso/487,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O Mestrado em Engenharia Civil (MEC) é uma formação de nível elevado no domínio da Engenharia Civil, que garante aos mestres em Engenharia Civil a habilitação necessária para o exercício profissional pleno nesta área. Este mestrado vem no seguimento da Licenciatura em Engenharia Civil .",24,2 anos,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-clinical-bioinformatics-aveiro-master,Clinical Bioinformatics,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Ciências da vida,Portuguese,100,20,565-815 EUR,https://www.ua.pt/pt/curso/461,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"A recente explosão da investigação nas áreas de apoio à decisão clínica, sequenciação de genomas humanos e digitalização dos dados clínicos, permite planear à escala populacional a implementação da medicina preditiva e preventiva, recorrendo a informação densa de alta qualidade.",24,2 anos,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-clinical-research-management-aveiro-master,Clinical Research Management,Universidade de Aveiro,Portugal,Aveiro,2075,Master,Saúde,Portuguese,83,20,565-815 EUR,https://www.ua.pt/pt/curso/440,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"Os 17 Objetivos de Desenvolvimento Sustentável (ODS) traduzem o apelo universal para acabar com a pobreza, proteger o planeta, e garantir paz e prosperidade para todos, até 2030. Alinhada a estes objetivos globais, a Universidade de Aveiro (UA) adotou o Mapeamento de Palavras-chave dos ODS, desenvolvido pela Universidade de Auckland, na Nova Zelândia, para identificar correspondências na oferta formativa.",24,4 semesters,Check official site,,On Campus,Full-time
portugal-universidade-de-aveiro-communication-and-web-technologies-aveiro-master,Communication and Web Technologies,Universidade de Aveiro,Portugal,Aveiro,1750,Master,Audiovisuais e produção dos media,Portuguese,70,20,565-815 EUR,https://www.ua.pt/pt/curso/508,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O Mestrado em Comunicação e Tecnologias Web (MCTW) surge para dar resposta às necessidades de formação de profissionais qualificados na conceptualização, desenvolvimento e avaliação de soluções de comunicação suportadas por tecnologias Web, promovendo a capacidade para investigar e propor soluções de futuro, tanto em tecnologias atuais como em emergentes.",24,2 anos,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-computational-engineering-aveiro-bachelor,Computational Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Engenharia e técnicas afins,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/477,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"A Licenciatura em Engenharia Computacional destina-se a formar profissionais para as áreas científicas e tecnológicas onde a modelação e simulação computacional, ou a análise e o tratamento de grandes quantidades de dados usando algoritmos computacionais sofisticados sejam determinantes.",36,6 semesters,Autumn,2026-07-09,On Campus,Full-time
portugal-universidade-de-aveiro-computational-engineering-aveiro-master,Computational Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Master,Eletrónica e automação,Portuguese / English,100,20,565-815 EUR,https://www.ua.pt/pt/curso/503,https://paco.ua.pt/CandidaturasPG/main.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=9,"O Mestrado em Engenharia Computacional tem como objetivos: 1) oferecer formação avançada para estudantes na área da Engenharia Computacional, incluindo o uso de técnicas de Inteligência Artificial e Machine Learning para análise e optimização de modelos, e 2) capacitar estudantes sem um diploma em Engenharia Computacional com competências essenciais em programação, elaboração de modelos e aplicação de métodos de aprendizagem automática, permitindo que se tornem profissionais competentes em Engenharia Computacional, alinhados com a sua formação básica em engenharia. Este programa de Mestrado forma profissionais capazes de criar, adaptar e aplicar criticamente software para a avaliação de modelos, simulação de fenómenos naturais e resolução de problemas complexos, utilizando Inteligência Artificial, promovendo o crescimento económico e a inovação em diversos sectores. Ao contrário de outros programas de mestrado focados em Informática e Computadores, o Mestrado em Engenharia Computacional enfatiza a compreensão e elaboração de modelos de fenómenos naturais, em vez de sistemas de computador, utilizando tecnologia, como técnicas de Machine Learning e Inteligência Artificial. Esta abordagem apoia...",24,2 anos,Check official site,2026-09-04,On Campus,Full-time
portugal-universidade-de-aveiro-computer-and-informatics-engineering-aveiro-bachelor,Computer and Informatics Engineering,Universidade de Aveiro,Portugal,Aveiro,2500,Bachelor,Informática,Portuguese,100,70,565-815 EUR,https://www.ua.pt/pt/curso/486,https://paco.ua.pt/CandidaturasUA/Geral/Default.aspx,https://www.dges.gov.pt/en/pesquisa_cursos_instituicoes?tipo_ensino=1&tipo_curso=8,"A infraestrutura da Sociedade da Informação atual é composta por milhões de Sistemas Computacionais (computadores, telemóveis e todo o tipo de dispositivos inteligentes) comunicando através da Internet, uma rede global que interliga milhares de Redes de Comunicação. A contínua evolução desta infraestrutura e dos serviços por ela proporcionados é de extrema importância na promoção de valores civilizacionais tais como a igualdade de direitos e a cidadania global e no desenvolvimento de cidades sustentáveis.",36,3 anos / 6 semestres,Autumn,2026-07-09,On Campus,Full-time
